PV [kW],Battery [kWh],Inverter [kW],CAPEX [€],Self-Consumption [%],Self-Sufficiency [%],Earning for Discharge to Grid,Earning for PV Feed-in to Grid,Opportunity Cost of Not PV Feed-in to Grid,Savings from Avoided Grid Import Cost,Cost for Covering Load from Grid,Cost for Charging Battery from Grid,Total Earnings,Energy Cost,Fixed Annual Cost [€],Net Bill [€],Optimization Profit,Cycles,Grid Import [kWh],Grid Export [kWh],Opt. Profit / kWh Battery [€/kWh],Opt. Profit / kWp PV [€/kW],Opt. Profit / kW Inverter [€/kW],Opt. Profit / CAPEX,Cycles / CAPEX [cycle/€]
8.0,11.0,15.0,13675.0,48.24,95.54,231.26,297.39,140.47,470.53,39.98,1.71,528.65,41.69,160.2,326.77,656.82,275.75,148.97,6164.95,59.7112,82.1029,43.7882,0.048031,0.020165
8.0,12.0,6.0,12315.0,50.26,95.96,255.04,290.6,147.25,474.41,36.1,1.71,545.65,37.81,160.2,347.64,674.79,268.69,135.47,6130.56,56.2326,84.3488,112.4651,0.054794,0.021818
8.0,12.0,7.0,12505.0,50.31,95.93,259.56,290.2,147.66,474.08,36.43,1.71,549.76,38.13,160.2,351.43,677.85,269.08,136.47,6131.06,56.4879,84.7318,96.8363,0.054207,0.021518
8.0,12.0,8.0,12695.0,50.32,95.92,261.89,290.06,147.79,473.98,36.53,1.71,551.96,38.23,160.2,353.52,679.71,269.21,136.69,6131.11,56.6428,84.9641,84.9641,0.053542,0.021206
8.0,12.0,9.0,12885.0,50.32,95.9,262.4,290.06,147.79,473.78,36.73,1.71,552.47,38.43,160.2,353.84,679.83,269.21,137.22,6131.64,56.6523,84.9784,75.5364,0.052761,0.020893
8.0,12.0,10.0,13075.0,50.32,95.89,262.82,290.06,147.79,473.55,36.96,1.71,552.88,38.67,160.2,354.02,679.77,269.21,137.75,6132.18,56.6476,84.9714,67.9771,0.05199,0.02059
8.0,12.0,11.0,13265.0,50.32,95.89,262.82,290.06,147.79,473.55,36.96,1.71,552.88,38.67,160.2,354.02,679.77,269.21,137.75,6132.18,56.6476,84.9714,61.7974,0.051245,0.020295
8.0,12.0,12.0,13455.0,50.32,95.89,262.82,290.06,147.79,473.55,36.96,1.71,552.88,38.67,160.2,354.02,679.77,269.21,137.75,6132.18,56.6476,84.9714,56.6476,0.050522,0.020008
8.0,12.0,13.0,13645.0,50.32,95.89,262.82,290.06,147.79,473.55,36.96,1.71,552.88,38.67,160.2,354.02,679.77,269.21,137.75,6132.18,56.6476,84.9714,52.2901,0.049818,0.019729
8.0,12.0,14.0,13835.0,50.32,95.89,262.82,290.06,147.79,473.55,36.96,1.71,552.88,38.67,160.2,354.02,679.77,269.21,137.75,6132.18,56.6476,84.9714,48.5551,0.049134,0.019458
8.0,12.0,15.0,14025.0,50.32,95.89,262.82,290.06,147.79,473.55,36.96,1.71,552.88,38.67,160.2,354.02,679.77,269.21,137.75,6132.18,56.6476,84.9714,45.3181,0.048469,0.019195
8.0,13.0,7.0,12855.0,52.3,96.27,286.9,283.34,154.52,477.02,33.48,1.71,570.24,35.19,160.2,374.85,697.35,262.9,125.57,6099.51,53.6422,87.1686,99.6213,0.054247,0.020451
8.0,13.0,8.0,13045.0,52.34,96.24,291.15,283.04,154.82,476.7,33.81,1.71,574.18,35.52,160.2,378.47,700.34,263.18,126.57,6100.13,53.8723,87.5425,87.5425,0.053686,0.020175
8.0,13.0,9.0,13235.0,52.35,96.23,292.97,282.94,154.92,476.63,33.88,1.71,575.91,35.59,160.2,380.12,701.83,263.26,126.67,6100.11,53.9868,87.7286,77.9809,0.053028,0.019891
8.0,13.0,10.0,13425.0,52.35,96.21,293.53,282.94,154.92,476.39,34.12,1.71,576.47,35.83,160.2,380.45,701.92,263.26,127.32,6100.76,53.9939,87.7401,70.1921,0.052285,0.01961
8.0,13.0,11.0,13615.0,52.35,96.2,293.83,282.94,154.92,476.21,34.29,1.71,576.77,36.0,160.2,380.57,701.87,263.26,127.71,6101.15,53.99,87.7337,63.8063,0.051551,0.019336
8.0,13.0,12.0,13805.0,52.35,96.2,293.83,282.94,154.92,476.21,34.29,1.71,576.77,36.0,160.2,380.57,701.87,263.26,127.71,6101.15,53.99,87.7337,58.4891,0.050842,0.01907
8.0,13.0,13.0,13995.0,52.35,96.2,293.83,282.94,154.92,476.21,34.29,1.71,576.77,36.0,160.2,380.57,701.87,263.26,127.71,6101.15,53.99,87.7337,53.99,0.050151,0.018811
8.0,13.0,14.0,14185.0,52.35,96.2,293.83,282.94,154.92,476.21,34.29,1.71,576.77,36.0,160.2,380.57,701.87,263.26,127.71,6101.15,53.99,87.7337,50.1335,0.04948,0.018559
8.0,13.0,15.0,14375.0,52.35,96.2,293.83,282.94,154.92,476.21,34.29,1.71,576.77,36.0,160.2,380.57,701.87,263.26,127.71,6101.15,53.99,87.7337,46.7913,0.048826,0.018314
8.0,14.0,7.0,13205.0,54.24,96.53,313.75,276.72,161.13,479.32,31.19,1.71,590.48,32.89,160.2,397.39,715.57,257.23,116.99,6070.84,51.1124,89.4466,102.2247,0.05419,0.01948
8.0,14.0,8.0,13395.0,54.28,96.51,318.42,276.38,161.48,479.09,31.42,1.71,594.8,33.12,160.2,401.47,719.09,257.55,117.73,6071.1,51.3633,89.8858,89.8858,0.053683,0.019227
8.0,14.0,9.0,13585.0,54.34,96.48,322.58,275.97,161.89,478.81,31.7,1.71,598.55,33.41,160.2,404.94,721.86,257.92,118.59,6071.41,51.5613,90.2322,80.2064,0.053136,0.018985
8.0,14.0,10.0,13775.0,54.34,96.48,324.0,275.9,161.95,478.74,31.77,1.71,599.91,33.48,160.2,406.23,723.02,257.96,118.68,6071.44,51.6441,90.3772,72.3017,0.052488,0.018727
8.0,14.0,11.0,13965.0,54.34,96.46,324.66,275.9,161.95,478.44,32.07,1.71,600.56,33.78,160.2,406.58,723.06,257.96,119.47,6072.24,51.6474,90.3829,65.733,0.051777,0.018472
8.0,14.0,12.0,14155.0,54.34,96.45,324.84,275.9,161.95,478.33,32.18,1.71,600.74,33.89,160.2,406.66,723.03,257.96,119.71,6072.47,51.6451,90.379,60.2526,0.05108,0.018224
8.0,14.0,13.0,14345.0,54.34,96.45,324.84,275.9,161.95,478.33,32.18,1.71,600.74,33.89,160.2,406.66,723.03,257.96,119.71,6072.47,51.6451,90.379,55.6178,0.050403,0.017983
8.0,14.0,14.0,14535.0,54.34,96.45,324.84,275.9,161.95,478.33,32.18,1.71,600.74,33.89,160.2,406.66,723.03,257.96,119.71,6072.47,51.6451,90.379,51.6451,0.049744,0.017748
8.0,14.0,15.0,14725.0,54.34,96.45,324.84,275.9,161.95,478.33,32.18,1.71,600.74,33.89,160.2,406.66,723.03,257.96,119.71,6072.47,51.6451,90.379,48.2021,0.049102,0.017519
8.0,15.0,8.0,13745.0,56.16,96.71,345.06,269.74,168.12,480.82,29.69,1.71,614.8,31.4,160.2,423.2,735.9,252.25,111.28,6045.15,49.0602,91.9879,91.9879,0.05354,0.018352
8.0,15.0,9.0,13935.0,56.24,96.68,349.98,269.22,168.64,480.54,29.97,1.71,619.2,31.68,160.2,427.33,739.23,252.7,112.16,6045.31,49.2819,92.4036,82.1366,0.053048,0.018134
8.0,15.0,10.0,14125.0,56.29,96.66,353.87,268.8,169.06,480.3,30.2,1.71,622.67,31.91,160.2,430.56,741.81,253.04,112.87,6045.48,49.4538,92.7259,74.1807,0.052517,0.017914
8.0,15.0,11.0,14315.0,56.29,96.66,354.93,268.77,169.09,480.24,30.27,1.71,623.7,31.98,160.2,431.53,742.67,253.06,112.96,6045.54,49.5117,92.8344,67.5159,0.051881,0.017678
8.0,15.0,12.0,14505.0,56.29,96.63,355.67,268.77,169.09,479.87,30.64,1.71,624.44,32.35,160.2,431.9,742.67,253.06,113.91,6046.49,49.5116,92.8343,61.8895,0.051201,0.017446
8.0,15.0,13.0,14695.0,56.29,96.63,355.74,268.77,169.09,479.82,30.68,1.71,624.51,32.39,160.2,431.92,742.66,253.06,114.0,6046.58,49.5108,92.8328,57.1279,0.050538,0.017221
8.0,15.0,14.0,14885.0,56.29,96.63,355.74,268.77,169.09,479.82,30.68,1.71,624.51,32.39,160.2,431.92,742.66,253.06,114.0,6046.58,49.5108,92.8328,53.0473,0.049893,0.017001
8.0,15.0,15.0,15075.0,56.29,96.63,355.74,268.77,169.09,479.82,30.68,1.71,624.51,32.39,160.2,431.92,742.66,253.06,114.0,6046.58,49.5108,92.8328,49.5108,0.049264,0.016786
9.0,5.0,5.0,9805.0,29.86,88.66,40.8,422.86,82.03,403.53,102.64,1.91,463.65,104.55,160.2,198.9,520.4,326.27,371.76,7734.84,104.0795,57.8219,104.0795,0.053075,0.033275
9.0,5.0,6.0,9995.0,29.86,88.66,40.8,422.86,82.03,403.53,102.64,1.91,463.65,104.55,160.2,198.9,520.4,326.27,371.76,7734.84,104.0795,57.8219,86.7329,0.052066,0.032643
9.0,5.0,7.0,10185.0,29.86,88.66,40.8,422.86,82.03,403.53,102.64,1.91,463.65,104.55,160.2,198.9,520.4,326.27,371.76,7734.84,104.0795,57.8219,74.3425,0.051094,0.032034
9.0,5.0,8.0,10375.0,29.86,88.66,40.8,422.86,82.03,403.53,102.64,1.91,463.65,104.55,160.2,198.9,520.4,326.27,371.76,7734.84,104.0795,57.8219,65.0497,0.050159,0.031447
9.0,5.0,9.0,10565.0,29.86,88.66,40.8,422.86,82.03,403.53,102.64,1.91,463.65,104.55,160.2,198.9,520.4,326.27,371.76,7734.84,104.0795,57.8219,57.8219,0.049257,0.030882
9.0,5.0,10.0,10755.0,29.86,88.66,40.8,422.86,82.03,403.53,102.64,1.91,463.65,104.55,160.2,198.9,520.4,326.27,371.76,7734.84,104.0795,57.8219,52.0397,0.048387,0.030336
9.0,6.0,5.0,10155.0,32.58,91.67,71.15,408.57,96.32,431.18,74.99,1.6,479.72,76.59,160.2,242.93,577.79,320.13,273.2,7605.57,96.2982,64.1988,115.5578,0.056897,0.031524
9.0,6.0,6.0,10345.0,32.58,91.67,71.17,408.6,96.29,431.18,74.99,1.6,479.76,76.59,160.2,242.98,577.86,320.16,273.2,7605.55,96.31,64.2067,96.31,0.055859,0.030948
9.0,6.0,7.0,10535.0,32.58,91.67,71.17,408.6,96.29,431.18,74.99,1.6,479.76,76.59,160.2,242.98,577.86,320.16,273.2,7605.55,96.31,64.2067,82.5514,0.054851,0.03039
9.0,6.0,8.0,10725.0,32.58,91.67,71.17,408.6,96.29,431.18,74.99,1.6,479.76,76.59,160.2,242.98,577.86,320.16,273.2,7605.55,96.31,64.2067,72.2325,0.05388,0.029852
9.0,6.0,9.0,10915.0,32.58,91.67,71.17,408.6,96.29,431.18,74.99,1.6,479.76,76.59,160.2,242.98,577.86,320.16,273.2,7605.55,96.31,64.2067,64.2067,0.052942,0.029332
9.0,6.0,10.0,11105.0,32.58,91.67,71.17,408.6,96.29,431.18,74.99,1.6,479.76,76.59,160.2,242.98,577.86,320.16,273.2,7605.55,96.31,64.2067,57.786,0.052036,0.02883
9.0,6.0,11.0,11295.0,32.58,91.67,71.17,408.6,96.29,431.18,74.99,1.6,479.76,76.59,160.2,242.98,577.86,320.16,273.2,7605.55,96.31,64.2067,52.5327,0.051161,0.028345
9.0,6.0,12.0,11485.0,32.58,91.67,71.17,408.6,96.29,431.18,74.99,1.6,479.76,76.59,160.2,242.98,577.86,320.16,273.2,7605.55,96.31,64.2067,48.155,0.050314,0.027876
9.0,7.0,5.0,10505.0,35.11,93.73,103.67,395.89,109.0,449.89,56.28,1.55,499.56,57.83,160.2,281.53,622.42,312.96,206.89,7509.94,88.9171,69.1578,124.484,0.05925,0.029791
9.0,7.0,6.0,10695.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.46,312.98,207.19,7510.22,88.9233,69.1626,103.7438,0.058201,0.029264
9.0,7.0,7.0,10885.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.47,312.98,207.19,7510.22,88.9241,69.1632,88.9241,0.057186,0.028753
9.0,7.0,8.0,11075.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.47,312.98,207.19,7510.22,88.9241,69.1632,77.8086,0.056205,0.02826
9.0,7.0,9.0,11265.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.47,312.98,207.19,7510.22,88.9241,69.1632,69.1632,0.055257,0.027784
9.0,7.0,10.0,11455.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.47,312.98,207.19,7510.22,88.9241,69.1632,62.2468,0.05434,0.027323
9.0,7.0,11.0,11645.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.47,312.98,207.19,7510.22,88.9241,69.1632,56.588,0.053454,0.026877
9.0,7.0,12.0,11835.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.47,312.98,207.19,7510.22,88.9241,69.1632,51.8724,0.052596,0.026445
9.0,7.0,13.0,12025.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.47,312.98,207.19,7510.22,88.9241,69.1632,47.8822,0.051765,0.026028
9.0,7.0,14.0,12215.0,35.11,93.72,103.92,395.92,108.97,449.75,56.41,1.55,499.84,57.96,160.2,281.68,622.47,312.98,207.19,7510.22,88.9241,69.1632,44.462,0.050959,0.025623
9.0,8.0,5.0,10855.0,37.4,94.89,136.84,385.6,119.29,460.44,45.73,1.55,522.44,47.28,160.2,314.96,656.11,304.34,169.52,7446.01,82.0138,72.9012,131.2221,0.060443,0.028037
9.0,8.0,6.0,11045.0,37.4,94.86,137.57,385.63,119.26,460.09,46.08,1.55,523.2,47.62,160.2,315.38,656.21,304.37,170.41,7446.88,82.0262,72.9122,109.3683,0.059412,0.027557
9.0,8.0,7.0,11235.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,93.7423,0.058406,0.027091
9.0,8.0,8.0,11425.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,82.0245,0.057435,0.02664
9.0,8.0,9.0,11615.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,72.9107,0.056496,0.026204
9.0,8.0,10.0,11805.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,65.6196,0.055586,0.025783
9.0,8.0,11.0,11995.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,59.6542,0.054706,0.025374
9.0,8.0,12.0,12185.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,54.683,0.053853,0.024979
9.0,8.0,13.0,12375.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,50.4766,0.053026,0.024595
9.0,8.0,14.0,12565.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,46.8711,0.052224,0.024223
9.0,8.0,15.0,12755.0,37.4,94.85,137.68,385.64,119.25,460.02,46.14,1.55,523.31,47.69,160.2,315.42,656.2,304.37,170.55,7447.03,82.0245,72.9107,43.7464,0.051446,0.023862
9.0,9.0,5.0,11205.0,39.53,95.48,170.18,377.03,127.86,465.73,40.44,1.55,547.21,41.99,160.2,345.03,682.89,295.79,150.26,7401.97,75.8766,75.8766,136.5779,0.060945,0.026398
9.0,9.0,6.0,11395.0,39.54,95.48,171.09,377.03,127.86,465.68,40.49,1.55,548.12,42.04,160.2,345.89,683.71,295.84,150.34,7402.0,75.9677,75.9677,113.9515,0.060001,0.025963
9.0,9.0,7.0,11585.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,97.6698,0.059015,0.025537
9.0,9.0,8.0,11775.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,85.4611,0.058063,0.025125
9.0,9.0,9.0,11965.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,75.9654,0.057141,0.024726
9.0,9.0,10.0,12155.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,68.3689,0.056248,0.024339
9.0,9.0,11.0,12345.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,62.1535,0.055382,0.023965
9.0,9.0,12.0,12535.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,56.9741,0.054542,0.023601
9.0,9.0,13.0,12725.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,52.5914,0.053728,0.023249
9.0,9.0,14.0,12915.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,48.8349,0.052938,0.022907
9.0,9.0,15.0,13105.0,39.54,95.45,171.86,377.03,127.86,465.28,40.88,1.55,548.9,42.43,160.2,346.26,683.69,295.84,151.33,7403.0,75.9654,75.9654,45.5792,0.05217,0.022575
9.0,10.0,5.0,11555.0,41.57,96.01,200.82,369.21,135.68,470.31,35.86,1.55,570.03,37.41,160.2,372.42,707.05,287.96,133.27,7361.27,70.7053,78.5614,141.4106,0.06119,0.024921
9.0,10.0,6.0,11745.0,41.6,96.0,204.06,369.03,135.86,470.14,36.02,1.55,573.09,37.57,160.2,375.32,709.6,288.21,133.76,7361.5,70.9601,78.8446,118.2669,0.060417,0.024539
9.0,10.0,7.0,11935.0,41.6,95.99,204.77,369.01,135.88,470.05,36.12,1.55,573.78,37.67,160.2,375.91,710.08,288.22,133.99,7361.71,71.0079,78.8977,101.4398,0.059496,0.024149
9.0,10.0,8.0,12125.0,41.6,95.96,205.42,369.01,135.88,469.7,36.47,1.55,574.43,38.01,160.2,376.22,710.04,288.22,134.84,7362.55,71.0042,78.8935,88.7552,0.05856,0.023771
9.0,10.0,9.0,12315.0,41.6,95.96,205.42,369.01,135.88,469.7,36.47,1.55,574.43,38.01,160.2,376.22,710.04,288.22,134.84,7362.55,71.0042,78.8935,78.8935,0.057657,0.023404
9.0,10.0,10.0,12505.0,41.6,95.96,205.42,369.01,135.88,469.7,36.47,1.55,574.43,38.01,160.2,376.22,710.04,288.22,134.84,7362.55,71.0042,78.8935,71.0042,0.056781,0.023049
9.0,10.0,11.0,12695.0,41.6,95.96,205.42,369.01,135.88,469.7,36.47,1.55,574.43,38.01,160.2,376.22,710.04,288.22,134.84,7362.55,71.0042,78.8935,64.5492,0.055931,0.022704
9.0,10.0,12.0,12885.0,41.6,95.96,205.42,369.01,135.88,469.7,36.47,1.55,574.43,38.01,160.2,376.22,710.04,288.22,134.84,7362.55,71.0042,78.8935,59.1701,0.055106,0.022369
9.0,10.0,13.0,13075.0,41.6,95.96,205.42,369.01,135.88,469.7,36.47,1.55,574.43,38.01,160.2,376.22,710.04,288.22,134.84,7362.55,71.0042,78.8935,54.6186,0.054305,0.022044
9.0,10.0,14.0,13265.0,41.6,95.96,205.42,369.01,135.88,469.7,36.47,1.55,574.43,38.01,160.2,376.22,710.04,288.22,134.84,7362.55,71.0042,78.8935,50.7173,0.053527,0.021728
9.0,10.0,15.0,13455.0,41.6,95.96,205.42,369.01,135.88,469.7,36.47,1.55,574.43,38.01,160.2,376.22,710.04,288.22,134.84,7362.55,71.0042,78.8935,47.3361,0.052772,0.021421
9.0,11.0,6.0,12095.0,43.58,96.38,234.89,361.49,143.4,473.52,32.65,1.55,596.39,34.2,160.2,401.99,732.12,281.18,121.29,7326.0,66.5559,81.3461,122.0192,0.06053,0.023248
9.0,11.0,7.0,12285.0,43.59,96.37,237.69,361.33,143.56,473.41,32.76,1.55,599.02,34.31,160.2,404.51,734.35,281.35,121.63,7326.14,66.7593,81.5946,104.9074,0.059776,0.022902
9.0,11.0,8.0,12475.0,43.59,96.36,238.27,361.32,143.57,473.25,32.91,1.55,599.58,34.46,160.2,404.92,734.6,281.36,122.0,7326.51,66.7822,81.6227,91.8256,0.058886,0.022554
9.0,11.0,9.0,12665.0,43.59,96.34,238.8,361.32,143.57,472.96,33.21,1.55,600.12,34.75,160.2,405.17,734.56,281.36,122.7,7327.21,66.7779,81.6175,81.6175,0.057999,0.022216
9.0,11.0,10.0,12855.0,43.59,96.34,238.8,361.32,143.57,472.96,33.21,1.55,600.12,34.75,160.2,405.17,734.56,281.36,122.7,7327.21,66.7779,81.6175,73.4557,0.057142,0.021887
9.0,11.0,11.0,13045.0,43.59,96.34,238.8,361.32,143.57,472.96,33.21,1.55,600.12,34.75,160.2,405.17,734.56,281.36,122.7,7327.21,66.7779,81.6175,66.7779,0.05631,0.021568
9.0,11.0,12.0,13235.0,43.59,96.34,238.8,361.32,143.57,472.96,33.21,1.55,600.12,34.75,160.2,405.17,734.56,281.36,122.7,7327.21,66.7779,81.6175,61.2131,0.055501,0.021259
9.0,11.0,13.0,13425.0,43.59,96.34,238.8,361.32,143.57,472.96,33.21,1.55,600.12,34.75,160.2,405.17,734.56,281.36,122.7,7327.21,66.7779,81.6175,56.5044,0.054716,0.020958
9.0,11.0,14.0,13615.0,43.59,96.34,238.8,361.32,143.57,472.96,33.21,1.55,600.12,34.75,160.2,405.17,734.56,281.36,122.7,7327.21,66.7779,81.6175,52.4684,0.053952,0.020665
9.0,11.0,15.0,13805.0,43.59,96.34,238.8,361.32,143.57,472.96,33.21,1.55,600.12,34.75,160.2,405.17,734.56,281.36,122.7,7327.21,66.7779,81.6175,48.9705,0.05321,0.020381
9.0,12.0,6.0,12445.0,45.48,96.73,263.77,354.3,150.59,476.57,29.6,1.55,618.08,31.14,160.2,426.73,752.72,274.67,110.11,7292.64,62.7266,83.6354,125.4532,0.060484,0.022071
9.0,12.0,7.0,12635.0,45.53,96.7,268.5,353.84,151.05,476.25,29.92,1.55,622.34,31.47,160.2,430.68,755.87,275.14,111.11,7293.04,62.9895,83.9859,107.9819,0.059824,0.021776
9.0,12.0,8.0,12825.0,45.55,96.69,270.87,353.7,151.19,476.17,29.99,1.55,624.57,31.54,160.2,432.83,757.82,275.27,111.31,7293.08,63.1515,84.202,94.7272,0.059089,0.021463
9.0,12.0,9.0,13015.0,45.55,96.68,271.38,353.7,151.19,475.98,30.19,1.55,625.08,31.74,160.2,433.15,757.94,275.27,111.82,7293.6,63.1619,84.2159,84.2159,0.058236,0.02115
9.0,12.0,10.0,13205.0,45.55,96.66,271.8,353.7,151.19,475.74,30.43,1.55,625.51,31.98,160.2,433.33,757.89,275.27,112.37,7294.15,63.1573,84.2097,75.7888,0.057394,0.020846
9.0,12.0,11.0,13395.0,45.55,96.66,271.8,353.7,151.19,475.74,30.43,1.55,625.51,31.98,160.2,433.33,757.89,275.27,112.37,7294.15,63.1573,84.2097,68.8989,0.05658,0.02055
9.0,12.0,12.0,13585.0,45.55,96.66,271.8,353.7,151.19,475.74,30.43,1.55,625.51,31.98,160.2,433.33,757.89,275.27,112.37,7294.15,63.1573,84.2097,63.1573,0.055789,0.020263
9.0,12.0,13.0,13775.0,45.55,96.66,271.8,353.7,151.19,475.74,30.43,1.55,625.51,31.98,160.2,433.33,757.89,275.27,112.37,7294.15,63.1573,84.2097,58.299,0.055019,0.019983
9.0,12.0,14.0,13965.0,45.55,96.66,271.8,353.7,151.19,475.74,30.43,1.55,625.51,31.98,160.2,433.33,757.89,275.27,112.37,7294.15,63.1573,84.2097,54.1348,0.05427,0.019711
9.0,12.0,15.0,14155.0,45.55,96.66,271.8,353.7,151.19,475.74,30.43,1.55,625.51,31.98,160.2,433.33,757.89,275.27,112.37,7294.15,63.1573,84.2097,50.5258,0.053542,0.019447
9.0,13.0,7.0,12985.0,47.36,96.99,296.75,347.12,157.77,478.74,27.43,1.55,643.86,28.98,160.2,454.69,775.66,268.98,101.93,7262.54,59.6659,86.1841,110.8081,0.059735,0.020714
9.0,13.0,8.0,13175.0,47.4,96.95,301.2,346.75,158.14,478.41,27.75,1.55,647.94,29.3,160.2,458.44,778.71,269.32,102.93,7263.07,59.9006,86.5231,97.3385,0.059105,0.020441
9.0,13.0,9.0,13365.0,47.41,96.95,303.03,346.67,158.22,478.37,27.8,1.55,649.7,29.35,160.2,460.15,780.3,269.37,103.01,7263.08,60.0228,86.6995,86.6995,0.058384,0.020155
9.0,13.0,10.0,13555.0,47.41,96.93,303.58,346.67,158.22,478.14,28.03,1.55,650.25,29.58,160.2,460.48,780.39,269.37,103.64,7263.71,60.0302,86.7102,78.0392,0.057572,0.019872
9.0,13.0,11.0,13745.0,47.41,96.92,303.89,346.67,158.22,477.95,28.21,1.55,650.56,29.76,160.2,460.6,780.34,269.37,104.05,7264.11,60.0261,86.7043,70.9399,0.056773,0.019598
9.0,13.0,12.0,13935.0,47.41,96.92,303.89,346.67,158.22,477.95,28.21,1.55,650.56,29.76,160.2,460.6,780.34,269.37,104.05,7264.11,60.0261,86.7043,65.0282,0.055998,0.019331
9.0,13.0,13.0,14125.0,47.41,96.92,303.89,346.67,158.22,477.95,28.21,1.55,650.56,29.76,160.2,460.6,780.34,269.37,104.05,7264.11,60.0261,86.7043,60.0261,0.055245,0.019071
9.0,13.0,14.0,14315.0,47.41,96.92,303.89,346.67,158.22,477.95,28.21,1.55,650.56,29.76,160.2,460.6,780.34,269.37,104.05,7264.11,60.0261,86.7043,55.7385,0.054512,0.018817
9.0,13.0,15.0,14505.0,47.41,96.92,303.89,346.67,158.22,477.95,28.21,1.55,650.56,29.76,160.2,460.6,780.34,269.37,104.05,7264.11,60.0261,86.7043,52.0226,0.053798,0.018571
9.0,14.0,7.0,13335.0,49.15,97.22,324.54,340.34,164.55,480.76,25.4,1.55,664.88,26.95,160.2,477.73,793.95,263.33,94.33,7234.18,56.7105,88.2163,113.4209,0.059539,0.019747
9.0,14.0,8.0,13525.0,49.2,97.2,329.46,339.87,165.02,480.54,25.62,1.55,669.33,27.17,160.2,481.96,797.48,263.76,95.04,7234.24,56.9627,88.6086,99.6847,0.058963,0.019502
9.0,14.0,9.0,13715.0,49.23,97.17,333.54,339.57,165.31,480.25,25.92,1.55,673.12,27.46,160.2,485.46,800.39,264.0,95.93,7234.77,57.1709,88.9325,88.9325,0.058359,0.019249
9.0,14.0,10.0,13905.0,49.24,97.17,335.05,339.46,165.43,480.22,25.95,1.55,674.51,27.5,160.2,486.81,801.6,264.09,95.97,7234.68,57.257,89.0665,80.1598,0.057648,0.018992
9.0,14.0,11.0,14095.0,49.24,97.15,335.69,339.46,165.43,479.92,26.25,1.55,675.15,27.8,160.2,487.16,801.65,264.09,96.76,7235.47,57.2606,89.072,72.8771,0.056875,0.018736
